Gene ID,RE:SN12C,RE:A498,RE:CAKI-1,RE:ACHN,RE:UO-31,RE:786-0,RE:RXF-393,RE:TK-10,ME:M14,ME:UACC-257,ME:SK-MEL-28,ME:UACC-62,ME:LOXIMVI,ME:SK-MEL-2,ME:MALME-3M,ME:SK-MEL-5,LC:NCI-H522,LC:NCI-H23,PR:DU-145,CO:HT29,CO:SW-620,CO:HCT-15,CO:COLO205,CO:KM12,CO:HCC-2998,BR:T-47D,BR:MCF7,LC:NCI-H322M,CO:HCT-116,LE:SR,LE:RPMI-8226,LE:K-562,LE:HL-60,LE:MOLT-4,LE:CCRF-CEM,OV:IGROV1,OV:OVCAR-4,OV:OVCAR-3,PR:PC-3,OV:OVCAR-5,OV:SK-OV-3,BR:MDA-N,BR:MDA-MB-435,BR:MCF7/ADF-RES,OV:OVCAR-8,LC:NCI-H226,LC:HOP-62,CNS:U251,CNS:SNB-19,BR:BT-549,CNS:SF-268,CNS:SF-539,BR:HS578T,CNS:SNB-75,CNS:SF-295,LC:EKVX,LC:A549/ATCC,LC:NCI-H460,BR:MDA-MB-231/ATCC,LC:HOP-92
GENE4143X,-0.1832,2.472,-0.8609,0.6728,-0.02938,0.08906,0.05906,-0.07094,1.121,0.5891,0.5326,0.7941,1.211,-0.4384,1.713,0.5887,-1.408,0.02906,0.89,0.4691,-0.626,-0.6309,-1.419,0.5228,0.6197,-1.231,0.1923,-0.2209,-0.1203,2.754,0.4623,0.4084,-0.02969,-0.5606,-0.7184,-0.1962,0.3646,-0.9309,-0.2906,-0.3306,-0.1759,0.4303,0.6791,-0.7069,-1.159,2.569,-0.3787,-1.081,-0.1333,1.041,-0.4709,-0.9918,-0.7684,-0.356,-0.3407,0.6791,0.5409,3.141,1.867,2.349
GENE4144X,0.0007422,,0.583,1.027,0.6045,0.433,-0.177,-0.287,-0.2755,-0.397,-0.6135,-0.912,-0.3955,-0.6045,0.2467,0.2727,1.015,0.223,-0.3761,0.553,0.1679,0.143,-0.605,0.1667,-0.2364,0.8632,0.6862,-0.577,0.09359,0.338,1.806,0.2723,-0.3058,2.023,2.135,-0.7823,0.3585,-0.157,-0.6367,-0.3767,0.888,0.004219,-0.07703,0.107,0.1951,0.333,0.3052,-0.947,-0.1594,-0.8152,-0.187,-0.1879,-0.6645,-2.332,-0.006797,-0.237,1.025,0.1645,-0.4589,-0.837
GENE4145X,0.4153,-0.9692,-0.4425,2.351,-0.1309,-1.782,-0.3825,0.1375,0.719,-0.8225,-1.399,-1.547,1.039,-1.42,0.3913,-0.6928,1.24,0.1275,1.708,-3.162,-1.228,-1.992,-1.371,-1.439,-1.402,-0.7323,0.1608,-0.3225,0.4781,-1.457,-0.3892,1.637,0.9788,-1.742,-1.78,-1.058,-0.767,0.4475,-0.1222,1.038,-0.0875,-1.711,,-0.6984,-0.0003516,0.5975,1.81,1.548,1.975,1.889,1.328,1.617,0.5,1.132,1.648,1.027,0.0893,-0.3709,0.7456,2.117
GENE4146X,0.7428,-0.4217,-0.095,0.6487,0.4966,0.075,-0.535,-0.215,0.8065,0.015,0.1685,-0.39,0.3566,0.3775,0.3587,-0.2653,-0.3026,-0.015,-0.7241,-0.655,-1.89,-0.045,-0.813,-0.2413,-0.4844,-1.025,-0.6617,0.355,1.656,0.68,-0.7717,-0.5756,-0.9038,0.1053,0.0975,-0.3702,-0.7295,-0.645,-0.03469,0.1553,0.23,1.166,1.135,0.1291,-0.1329,0.315,-0.03281,0.335,0.4427,-0.5031,0.275,0.9941,0.3575,0.7799,1.375,-0.565,-0.5332,-0.1134,2.213,1.945
GENE4147X,-0.8666,0.4889,1.016,0.5894,0.6872,-0.2444,-0.1044,-1.004,2.627,-0.8944,1.439,-0.8594,2.707,0.9481,2.459,-0.3747,-0.1919,0.2356,-0.04344,0.1656,0.2306,-0.4944,-0.9924,-0.5306,-0.3037,-0.2741,,3.266,1.046,-0.4494,-0.5011,-0.495,0.9269,0.5659,0.2081,-0.009609,0.06113,-0.6844,1.906,0.8559,-0.6294,-0.02312,-0.004375,-0.0003125,-0.3522,2.156,0.8578,1.376,-0.01672,-0.8025,-0.3344,0.7947,-0.1419,0.4706,0.7759,0.2256,0.007422,-0.6928,-0.4862,0.2356
GENE4148X,-1.193,1.102,0.9191,1.503,2.011,0.4991,0.1691,0.06906,1.051,-0.3909,-0.3174,0.7241,-0.05938,0.3116,0.3128,-0.7113,-1.978,-1.261,-0.75,,0.114,-1.291,-0.6089,-0.4672,-0.9903,-0.6907,-2.448,-0.8009,1.88,-0.9459,-2.048,-0.5216,0.0003125,-0.5306,-1.088,0.1838,0.3246,0.08906,0.1894,-0.3106,0.7841,-0.4797,-0.7309,-0.2069,-0.3788,0.02906,0.5913,0.8191,2.397,-1.579,-0.6209,0.4782,1.372,1.674,1.209,0.1191,0.8109,-1.839,-1.103,0.1991
GENE4149X,-0.5444,0.4011,0.9378,1.312,1.009,-0.07219,-0.1222,-0.5722,2.089,-0.2722,0.8113,-0.3572,2.309,0.1803,1.632,-0.4525,-1.76,-0.9822,-0.07125,0.1778,-0.2672,-0.5122,-0.2302,0.1916,-0.07156,-0.702,-0.03891,2.598,1.578,-0.5472,-1.499,0.06719,0.7991,-0.02187,0.1703,0.09258,-0.4367,-0.8722,1.668,0.7581,-0.3172,-0.7209,-0.5622,0.02187,-0.1,1.788,0.69,1.008,1.225,-0.8603,-0.3422,0.6469,-0.03969,0.3328,1.728,0.1378,0.1196,-0.5806,-0.9941,0.2978
GENE414X,,-0.02297,-0.6662,-1.212,-1.985,1.084,0.00375,-0.2262,-0.7747,0.3038,0.2473,0.2788,0.2853,-0.00375,-0.0725,-0.3766,-2.004,-0.2162,-0.4053,0.3538,-1.001,-0.6362,-0.6443,,-0.6656,0.204,2.987,,0.7444,,1.037,0.1931,1.055,0.2941,0.2963,0.5085,0.1993,1.094,0.7341,1.244,4.529,-0.575,,-0.3822,-0.6241,-0.5262,-1.584,,-0.04859,-1.734,,,2.886,-0.6913,3.704,,,,6.702,
GENE4150X,-0.4288,0.3767,-0.3266,0.1372,0.995,1.493,0.1234,0.003437,0.965,-0.8766,0.457,1.198,-1.025,-0.4441,-0.4228,-2.647,0.8959,-0.4566,0.9944,1.443,0.8384,-0.2266,2.575,1.887,1.434,-2.206,-4.293,2.023,0.7741,-1.392,-1.053,1.063,0.8047,-1.876,-1.114,-0.9818,-0.4911,-0.4166,1.684,1.244,0.4184,0.6647,1.083,-1.802,-1.954,-0.4566,-0.7644,1.353,1.001,-0.004688,-1.937,-1.437,-0.3241,-1.352,0.6637,0.2334,-0.2148,-0.365,-0.01844,0.3834
GENE4151X,0.004258,0.5298,1.726,1.19,1.478,0.8965,-0.8235,-2.574,4.128,-0.2935,2.71,-1.599,4.158,1.769,3.79,-1.584,-1.161,-1.234,1.217,0.9965,0.4614,-0.003516,-1.912,1.39,0.2971,-0.7533,-1.71,5.476,2.517,-1.749,0.06977,-0.7041,-0.8323,-1.753,-3.561,-0.2588,-0.158,-1.254,3.507,2.547,-0.6285,-1.872,-1.714,0.5305,-0.2714,4.586,2.569,2.296,0.6841,-0.5416,-0.08352,0.2456,-0.271,-0.2486,3.567,1.116,0.7483,-1.902,-2.255,-0.3135
GENE4152X,0.2322,0.8577,0.3544,0.2982,0.516,0.6244,-0.1756,-0.5256,0.02594,-0.3956,-0.7621,-0.3706,0.306,-0.7231,0.8582,0.3541,-0.003145,0.2644,-0.04465,-1.096,-0.5306,-0.5656,-0.01359,-0.3718,-0.325,-0.005352,-0.2423,-0.07559,-0.295,0.7494,-0.0923,-0.2462,0.1857,0.4147,-0.3331,0.05918,0.6599,0.09441,-0.1853,-0.5953,-0.4706,-0.02434,0.4844,-0.01152,-0.3734,0.5344,0.2966,0.6644,1.252,0.8063,0.2444,1.544,3.837,0.2494,0.004648,0.9544,0.6062,-0.214,-1.457,-1.516
GENE4153X,0.3603,-0.1942,0.1225,1.266,0.9741,0.2325,0.8125,0.8325,0.04402,-1.367,1.226,-0.0325,1.534,-0.255,0.1162,-0.4278,0.7049,1.123,-0.08656,-0.6975,0.08744,-0.4075,-0.8455,-0.4238,-1.107,-0.2273,-0.5342,-0.6475,2.323,-0.4125,-0.4042,-0.6281,-1.186,-0.6172,-0.535,0.8373,-1.272,0.8025,0.8428,-0.1572,-0.7125,0.3037,1.023,0.9266,1.115,0.2125,0.7147,0.0325,0.5702,-0.3156,0.4125,-0.5284,-0.725,-1.173,-1.227,0.5725,0.9843,-2.356,0.1706,-0.4475
GENE4154X,0.02637,0.6219,1.269,1.122,1.26,1.009,-0.4314,-2.031,3.72,-0.3614,2.592,-1.586,4.06,1.701,3.642,-1.642,-1.119,-0.8914,1.14,0.8886,0.2535,-0.1114,-1.679,1.102,0.1592,-0.6712,-1.498,5.239,2.269,-1.566,-0.03812,-0.562,-1.1,-1.821,-2.359,-0.02664,-0.0359,-1.281,3.339,2.309,-0.3464,-1.46,-1.191,0.6527,-0.1193,4.319,2.421,1.999,0.6462,-0.1695,-0.06141,1.218,0.09109,-0.2265,3.439,1.209,0.6604,-0.9198,-1.483,-0.2514
GENE4155X,2.359,-0.03516,0.3116,-1.055,1.643,-0.5084,-0.5984,-0.8184,0.1531,-0.7184,-0.3749,-0.5434,4.183,0.1941,0.1553,-0.1888,-0.446,-1.098,0.0125,-1.738,-1.363,0.8616,-0.08645,2.885,0.4322,-0.4982,-1.365,0.2916,3.132,0.9166,-0.2052,0.6609,0.5128,0.2219,-0.4459,-0.3037,0.7571,-0.2284,1.252,-0.5981,0.5966,-0.4972,-0.9284,3.946,3.054,1.282,1.914,0.5116,1.249,0.5934,2.702,0.3107,-0.04594,-0.0135,,-0.6384,-0.4266,,-0.8203,-1.578
GENE4156X,0.2454,0.4809,0.06758,0.8613,0.4091,0.5576,0.4276,0.3976,-0.9509,-1.712,-1.309,-1.007,0.9391,-0.9999,-1.129,-0.5827,1.04,-0.5624,-0.07148,-1.122,-0.5775,-0.3424,-0.5004,-0.04867,-0.7018,-0.5022,-1.549,0.1976,-0.4018,-1.567,1.281,-0.523,-1.821,-2.072,-1.99,0.1423,1.053,-0.2524,0.8579,-0.2121,0.8126,-0.4012,0.1276,0.2516,1.22,0.2876,0.6898,0.6376,-0.2548,0.5095,-0.1024,0.4467,0.8301,-0.2375,-2.232,0.3776,0.1494,0.04914,1.186,1.048
GENE4157X,,,0.1482,0.612,,-0.2618,-0.0818,-0.3718,-0.8603,2.088,,-0.3268,-0.0002344,0.5307,-1.308,-0.6521,-2.949,2.618,0.2691,1.338,-1.277,0.3282,0.0001953,0.222,-0.1212,-1.342,,0.3082,-3.431,-0.5868,0.4915,-0.7824,1.069,0.2585,0.9607,-1.137,-0.1063,-0.4018,-0.1015,-0.1815,0.3032,-0.03055,,3.882,-0.8296,0.1082,,0.9082,0.2359,,-0.3218,0.1073,0.6607,,,-6.052,0.33,0.5498,0.4363,
GENE4158X,1.34,1.055,-0.008125,0.5956,0.5134,0.1619,1.182,-0.2781,-0.0666,-0.6181,-0.5446,0.3869,0.1634,-0.04563,0.1056,-0.4484,-0.5057,0.01187,0.07281,-1.158,-0.8832,-0.7781,-1.626,-0.4644,-0.3775,-1.108,-0.7748,-1.538,-0.4275,0.5869,-1.745,-0.2188,0.1531,-2.208,-1.456,0.1866,0.5474,0.4619,1.592,-0.9178,-0.2131,0.6031,0.6319,1.496,0.974,0.3419,0.5241,-0.07812,-0.1605,0.3337,0.1819,-0.409,1.494,-0.02318,0.2821,0.5119,-0.4463,-0.9466,0.01,0.6719
GENE4159X,-3.183,-0.358,-0.1013,0.1325,-0.1897,-0.7812,0.2587,0.07875,2.26,1.919,3.822,3.704,-0.4697,2.421,3.392,5.078,0.1612,1.319,0.6397,-2.451,-0.1063,0.02875,-0.2293,-0.3175,-0.4306,-0.181,0.06203,-0.06125,-0.5506,-0.08625,0.422,0.5381,-0.25,-0.1809,-0.02875,-0.2465,0.4543,-0.1712,-0.2809,-0.3909,-0.2662,-0.17,-4.771,0.1828,0.0609,-0.1013,0.7109,1.169,0.1364,-0.3594,0.3488,0.2079,1.051,5.134,,0.9787,0.2105,,-0.3731,-2.291
GENE415X,-2.802,0.2233,0.04,-0.2063,-2.688,0,0.4,0.61,-0.9285,0.1,0.5235,1.075,-0.5284,0.4425,0.5837,-0.06031,-0.01756,0.11,0.4309,-2.2,0.5349,0.1,0.542,-0.01625,-0.4894,1.23,-0.8067,-0.76,0.5306,0.415,-0.1667,0.2994,-0.05875,0.09031,0.5925,0.3348,-0.03449,1.42E-08,-0.2897,-0.1997,0.185,-0.3188,,-0.2259,-0.04785,0.31,-0.7178,0.19,0.04766,1.082,-0.93,,-2.788,-0.5951,-0.8798,-1.35,-1.148,0.8616,,-1.12
GENE4160X,-0.002383,0.003125,1.23,1.654,1.171,-0.5002,0.1398,-0.05016,0.6214,0.6598,0.8934,0.02484,-1.479,-0.2977,0.8736,0.6795,-0.06771,-0.4302,-0.6392,0.5398,0.7148,,1.672,-0.2564,-1.08,-0.6699,-0.3969,-1.02,-0.6295,0.4848,-1.237,-1.711,-1.119,-0.4898,-1.548,0.9146,-0.004648,0.009844,0.1902,0.5802,0.8748,-0.1589,0.009844,-1.296,0.712,0.2798,-0.238,-0.4502,-0.1025,0.2817,0.3198,0.1589,1.152,0.2548,-0.2499,-0.1202,-0.9184,,0.007969,-1.05
GENE4161X,2.075,0.2004,-0.1929,0.9509,0.3987,-0.2429,-0.7429,-0.3129,0.07867,-0.2329,0.3907,0.4621,1.409,-0.04035,0.0509,-0.1332,0.5796,0.2671,0.08809,-0.2729,-1.128,-0.3629,-1.561,-0.3091,-0.4122,-1.133,-0.3796,0.8571,-0.6022,-0.2779,-1.47,-0.2935,-0.4416,-0.7625,-0.5004,-0.4981,0.03266,-0.5129,0.9475,0.3775,0.5721,0.0984,-0.1329,0.7912,1.469,-0.4229,1.179,0.5371,1.795,-1.131,2.687,-0.5937,0.3896,0.4221,0.7674,-0.03285,0.6989,-0.8313,1.225,0.1671
GENE4162X,1.673,0.3582,0.2149,1.039,0.7764,0.7249,0.08488,-0.2651,0.4164,-0.6951,-1.272,-0.3101,0.7364,-1.223,0.5686,-0.7554,0.3473,-1.045,0.8758,-0.9051,-0.1002,-0.6951,-1.113,-0.5414,-0.2045,-0.3449,0.1282,-0.1051,-0.9045,-0.3901,-1.052,-1.736,-1.924,-0.5848,-0.9726,0.1896,-0.3396,-0.8151,-0.5348,-0.4748,-0.7401,0.4461,0.5949,0.8389,1.137,0.4549,0.3571,0.1949,0.4925,1.027,1.485,0.344,0.2474,-0.2902,-0.04488,0.7349,0.8967,-0.9036,0.173,0.04488
GENE4163X,0.1577,0.2232,0.03988,0.8436,0.6814,1.11,-0.2101,0.1199,0.4614,-1.07,0.1634,0.1349,0.1714,0.3624,-0.08637,-0.7704,0.2323,0.7699,0.4108,-1.62,-0.09518,0.07988,-0.2281,-0.3264,-0.1395,-0.2399,-1.197,0.2099,-1.009,-0.5451,-1.217,-1.061,-0.6589,-0.8298,-0.5676,0.1246,0.1254,-0.7401,-0.3698,1.02,0.3449,-0.08887,0.3399,-0.6161,-0.728,-0.3001,0.3221,-0.6301,0.05754,-0.2582,-0.07012,0.179,-0.08762,1.095,-0.03988,0.4699,-0.1283,2.221,0.658,1.13
GENE4164X,1.028,,-0.01,0.05375,1.132,0.71,0.62,0.97,0.8015,-0.08,0.09352,0.055,-0.07844,0.6525,0.2838,-0.01031,-0.08756,0.33,0.03094,-0.59,-2.045,-0.33,-0.688,-0.02625,-1.089,-0.2898,0.2833,0,-0.7394,-1.005,-0.3167,-0.5906,-0.2387,-0.5097,0.8025,0.5748,0.8855,0.33,-0.1297,-0.09969,1.355,0.5113,1.06,0.08406,0.5221,-0.19,-0.5878,-0.53,-0.2523,0.2419,-0.23,-0.3009,1.123,0.3249,-1.3,0.65,0.4718,-1.088,0.008125,-0.15
GENE4165X,0.6505,1.226,0.3527,1.896,2.934,2.003,1.963,1.663,-0.8957,-2.707,-1.444,-1.632,1.414,-0.9948,-1.274,-2.368,-1.325,-1.167,0.6837,-0.2273,-1.252,-0.7473,0.1847,0.4765,-0.4066,-1.757,-1.724,-1.317,-0.6166,-2.432,0.906,0.1121,-0.906,-2.047,-0.7648,-0.1125,0.3482,0.3827,-0.357,-0.397,1.668,-1.636,-1.547,-0.4632,0.8549,2.183,1.635,-0.3273,0.5704,1.445,2.503,1.732,3.175,-0.6323,1.383,0.1327,0.8545,-2.756,2.451,1.583
GENE4166X,1.612,1.308,0.7944,1.838,0.7259,1.254,0.9744,0.1644,0.8659,-2.036,-0.5221,-0.6206,-0.03406,0.1069,-0.09187,-1.916,-1.443,-0.07562,0.5653,-2.136,-1.581,-1.456,-3.034,-1.122,-2.095,-2.915,-1.312,-0.4056,0.835,-2.161,-0.7323,-2.296,-1.984,-1.985,-1.963,-1.091,-1.43,-0.9956,0.09469,0.09469,1.549,-0.1044,-0.08562,0.3584,0.5265,-0.1256,1.257,0.7144,2.132,1.556,1.854,0.4735,1.417,1.359,2.215,0.03437,0.5162,-0.9141,2.033,1.764
GENE4167X,0.6918,0.07734,-0.7259,0.9178,0.3156,-0.3059,0.03406,0.3641,-0.01441,0.1341,1.538,0.7991,-0.5444,-0.06344,-1.572,0.5137,0.4365,-0.2159,0.005,0.2441,-0.121,0.06406,-0.3339,-0.5322,-0.8453,-0.3457,0.6173,-0.6859,0.05469,0.3691,-1.963,-0.3366,-1.055,-0.3556,-1.493,-0.4512,-1.14,-0.4359,-0.4956,-0.005625,0.1691,-0.5847,0.1641,0.1081,-0.9538,-0.07594,-0.3337,1.234,0.5817,0.1359,0.8041,1.103,0.04656,0.229,-0.0557,-0.1259,-0.1341,3.656,1.162,1.834
GENE4168X,-0.888,0.6375,0.2442,0.248,0.3158,0.04422,0.2742,1.004,4.806,2.144,2.828,5.119,-2.714,4.287,3.808,0.6039,-1.153,-0.3358,-1.315,-0.7658,-0.6108,-2.826,-2.964,-3.832,-0.7552,-3.506,-3.442,-0.6258,0.4848,-3.771,-1.642,-4.626,-1.605,-1.295,-2.653,-2.821,-2.18,-1.886,1.425,1.305,1.889,4.985,5.124,-0.2917,-1.054,0.02422,-0.9736,1.434,0.7819,1.966,0.1342,0.1033,1.937,3.269,2.604,-1.486,-0.02398,3.616,-5.028,-2.716
GENE4169X,,-0.5692,-0.2725,0.8013,0.5091,-0.1425,1.257,-0.3425,2.069,1.548,1.961,2.313,1.589,2.05,2.081,2.187,-0.8601,-1.032,-1.532,-1.422,-1.078,-0.5425,-1.701,-1.159,-1.702,-1.562,-1.249,-1.833,-0.2519,0.5125,1.111,-1.663,1.459,0.7278,0.09,-0.9377,-2.897,0.0175,-1.792,0.2078,-1.497,2.329,2.968,0.03156,-0.0003516,-1.622,-1.35,1.658,1.435,-0.6106,-0.6325,-0.4234,0.27,2.442,0.6777,-2.873,-0.0207,1.129,2.076,4.457
GENE416X,,,-0.1775,-1.114,0.3141,0.1125,0.9025,-2.848,-2.086,0.2025,-0.444,-0.2625,0.01406,-0.855,,-2.388,,-0.1275,0.1334,,0.6374,-1.127,-1.106,-0.01375,0.4731,-0.1073,,,0.9731,,0.3858,0.4119,0.1138,-0.4572,-0.225,0.7673,-0.03199,0.1025,0.1228,0.6228,1.178,,,-0.6434,-0.1154,1.143,-0.2653,1.303,0.04016,-1.596,,-1.078,2.405,0.08744,,,,-1.456,,
GENE4170X,1.728,-0.3667,-0.79,-1.886,2.822,-0.61,0.17,-0.06,-1.368,-1.15,0.2435,0.215,0.1816,0.2425,3.004,-0.3803,-0.09756,0.05,2.391,-0.47,0.2249,-0.97,-0.388,-0.00625,-0.06937,0.4402,0.8933,0,,0.225,1.263,1.019,0.7313,0.5603,-0.0675,0.1548,,,,-1.01,0.405,0.4413,0.89,0.7841,-0.03785,-1.25,-1.238,0.25,-0.05234,-0.09812,0.19,-0.4709,-0.2875,2.515,-0.4698,-0.79,-0.0582,,1.628,-0.14
GENE4171X,0.4671,-0.6074,-0.2607,0.06305,-0.2991,-0.6007,-0.4407,0.1293,-0.7792,-0.2707,0.07281,-0.4357,-0.3691,-0.1882,-0.147,0.01898,0.7917,0.3493,-0.2898,0.1093,0.03424,1.709,-0.2287,0.273,0.4699,0.04953,0.5526,0.6593,-0.1501,2.434,3.263,0.04867,3.541,3.52,2.592,-0.2159,-0.6352,0.8193,-0.3404,-0.5404,-0.6457,-0.01945,0.2193,0.02336,0.3114,-0.4107,-0.3185,0.4093,-0.193,-0.2688,0.2993,0.8784,-0.0182,-0.7558,-0.5905,0.1393,-0.05891,-0.5191,0.2174,-0.2007
GENE4172X,0.04465,0.1902,0.3369,-0.2594,0.3684,-0.4631,0.4769,0.1269,1.558,0.2069,2.02,0.3419,-0.7016,0.8294,1.291,-0.2634,2.399,0.2869,-0.2022,-0.8631,-0.9382,-0.2431,-1.271,-0.8094,-0.7025,-1.453,-0.5498,-0.7231,-0.2225,-1.308,-0.1898,-0.05375,-0.6819,-0.1228,-0.1806,1.102,1.442,-0.003125,-0.5428,0.2872,0.4319,1.368,1.247,-0.1291,-0.08098,-0.2631,0.4791,-0.01313,-0.2255,-0.9513,0.07687,0.436,0.6594,0.2618,-0.5129,1.027,0.05867,0.008437,0.005,0.5569
GENE4173X,0.5259,-0.7386,-0.2519,-0.2581,-0.4003,-0.2719,1.058,0.5781,-0.6204,-1.072,0.8216,0.6931,0.02969,-0.4094,0.01188,0.8078,0.2806,1.048,0.3891,-1.552,-0.2169,0.4881,-1.29,1.312,-0.2812,-0.1716,0.4114,-0.01188,0.3488,-0.1769,-0.6886,-0.9425,0.4794,-0.8916,-0.1994,1.153,0.4136,0.2581,-0.5616,-0.7116,-0.8569,-0.1606,0.1481,1.062,0.05027,0.6981,-1.09,-0.8219,0.4458,0.89,-1.102,0.3272,-0.8894,0.1431,-1.492,1.228,0.05992,0.4597,-0.7237,-0.4419
GENE4174X,-0.3507,0.4848,-0.3284,1.615,0.8631,0.7416,1.532,1.122,-0.2569,-1.288,-0.6549,-0.6334,-0.3969,-0.1759,-0.8347,-1.469,0.854,0.6616,-0.1175,-0.6484,-0.7735,0.1516,-1.046,-0.2247,-0.4078,-0.9282,-0.1252,-0.6184,-0.2278,1.517,-0.4952,-0.1291,-0.7072,0.9619,0.3641,1.096,-0.1529,-0.5684,0.01187,-0.1281,1.167,-0.7872,-0.4884,0.3256,0.9437,-0.1584,0.6438,0.6916,0.9292,0.7934,0.7916,2.731,2.654,2.317,1.452,1.482,0.6634,0.09312,-0.01031,0.1216
GENE4175X,-0.02402,0.5715,0.6982,0.912,0.5698,0.5982,0.0482,1.638,1.75,0.7682,0.9717,1.073,0.3298,0.4807,0.08195,0.07789,-2.569,-0.6818,-0.6209,-0.5918,-1.607,-1.012,-1.2,-0.408,-0.6812,-1.592,-1.929,-0.9118,-0.4712,-1.287,-2.439,-1.892,-2.841,-2.721,-2.469,-1.237,0.5837,-0.7018,-0.5315,-0.5415,0.9732,1.009,1.078,-0.4277,-0.01965,1.238,0.1404,-0.2218,0.1459,1.1,0.1482,0.1273,1.061,0.2431,-0.2016,0.4982,0.08,0.01977,-0.3437,-0.5218
GENE4176X,0.5984,1.844,1.611,2.124,1.442,0.9206,1.471,-0.1194,-1.298,-1.489,-1.386,-1.324,0.9622,-2.637,-0.3056,0.1203,2.693,-0.8594,0.5716,-3.959,-0.7144,-1.869,-2.927,-1.646,-1.659,-2.629,-2.056,-0.1494,-1.349,-4.414,-1.846,0.93,-0.9081,-2.599,-2.397,-0.5946,-0.2339,-0.9394,0.5809,-2.649,1.876,-1.328,-1.379,0.8047,3.183,2.351,2.083,2.521,3.588,0.7025,0.8106,1.32,2.833,1.306,2.141,-0.1894,2.522,2.412,1.729,2.091
GENE4177X,-0.1775,1.628,1.775,2.098,2.016,2.565,2.005,1.565,1.256,0.5047,2.038,2.92,-0.3438,1.737,1.828,1.654,-2.693,-0.5953,0.1656,-7.075,-2.63,-2.175,-1.653,-0.8016,-3.015,-0.7451,-2.492,0.05469,0.03531,-5.56,-3.012,-1.766,-2.664,-4.535,-4.303,1.789,-0.4798,-0.03531,0.845,1.295,1.87,1.316,1.895,-1.361,-1.623,-0.7153,-0.3231,1.055,1.452,-0.05344,-2.965,-0.3562,0.2572,0.8496,-0.3851,-0.1853,1.496,0.2662,-1.247,0.1547
GENE4178X,4.967,3.112,3.549,3.483,2.361,-1.211,0.6691,-1.431,2.211,-0.3309,-1.887,3.864,-0.3094,1.152,3.883,-0.9313,0.001504,0.8391,1.43,,2.044,-1.031,-1.459,-1.027,-1.37,-0.5507,-2.638,0.05906,-1.62,-1.306,-1.518,-0.07156,0.4003,-1.531,-0.4484,-1.546,0.07457,-0.5209,1.199,-1.671,-1.366,-1.02,-2.331,0.6031,1.171,-0.1309,2.011,3.479,3.657,0.4609,2.729,3.658,-3.038,3.214,3.089,-0.9509,0.5309,,,-2.181
GENE4179X,-0.4149,-0.5694,-0.8027,0.3011,0.2589,-0.7027,1.377,-0.2927,-0.3711,-0.09266,-0.2491,0.2323,-0.4511,-0.5802,-0.2589,-0.473,0.6298,0.2773,-0.8617,-0.5827,0.5123,-0.09266,0.2493,0.4011,-0.202,-0.1524,-0.04938,0.08734,-0.402,1.702,-0.05937,0.4067,0.1086,0.9877,0.04984,1.352,-0.6771,0.1373,-0.4423,-0.2623,0.2923,-0.6614,-0.7627,-0.08859,-0.1005,0.1173,0.3595,0.5973,0.295,0.5992,0.2073,2.696,2.92,2.032,1.068,1.157,-0.06086,0.2289,-0.7645,-0.1927
GENE417X,-0.8947,-0.7592,-0.2725,-0.6988,-0.3209,-0.4425,0.5675,-0.5325,0.789,1.068,0.811,0.0025,0.6591,0.48,0.3412,1.537,0.03994,-0.2925,-0.1216,0.3675,2.042,1.298,0.8695,-0.00875,0.5681,0.5777,-0.3692,0.6875,-0.1319,1.502,0.1708,-0.2631,1.009,1.398,0.95,0.3323,-0.467,-0.2725,-0.4022,0.1978,-0.7775,1.359,0.7975,0.5416,0.5796,-0.8125,-0.5403,-0.0025,-0.1148,-0.8306,-1.642,-0.1434,-0.14,0.05244,0.1277,-0.0225,-1.051,-0.6409,-1.344,-0.4625
GENE4180X,-1.758,0.8577,-0.2956,1.218,1.166,-0.7756,-1.776,1.224,0.6359,-0.5756,-1.012,-0.9206,0.746,-0.9331,-0.7918,-0.8659,0.1769,-1.066,1.675,3.134,1.559,1.244,2.626,1.108,1.565,1.365,1.038,2.674,2.025,-0.5206,0.5777,0.8638,-0.03434,1.675,-1.063,1.079,0.9399,0.5444,1.305,1.075,1.049,-1.374,-2.326,-1.692,-1.443,3.944,-0.8934,-0.1456,-0.8379,-6.394,-1.186,-1.076,-1.983,-0.2206,0.03465,-0.5656,0.8962,-0.244,-2.837,-4.086
GENE4181X,-1.262,,2.14,-0.4262,,0.83,0.67,0.02,,0.74,-0.9365,1.545,-0.8084,,,2.49,-0.1376,0.08,1.251,,0.08494,-0.11,-1.018,0.1537,-0.1394,0.06023,-1.947,1.1,-1.379,1.885,1.373,0.5094,0.5712,,-0.8375,-0.3552,0.3555,,-0.2297,1.13,-1.805,-0.9588,-0.26,-1.626,-0.6179,-2.68E-09,,-4.17,1.348,0.8619,,-0.1209,-0.1475,,1.16,,1.482,-0.6584,,-3.24
